	f6hyper_in_lamina	f6hypo_in_lamina	f8hyper_in_lamina	f8hypo_in_lamina	fibroblasts_f6_hyper	fibroblasts_f6_hypo	fibroblasts_f8_hyper	fibroblasts_f8_hypo	koch_senescence_hyper	koch_senescence_hyper_in_lamina	koch_senescence_hypo	koch_senescence_hypo_in_lamina
MA0065.2.PPARG::RXRA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00241_1_Hoxd3_1742.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0151.1.ARID3A	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00251_1_Esx1_3124.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
klf4_homer	1.0	0.205057358495	1.0	0.550510522582	0.000134126450761	0.00336410704644	0.999999009606	0.00115575132173	1.0	1.0	1.0	1.0
MA0002.2.RUNX1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0105.1.NFKB1	1.0	1.0	1.0	1.0	0.978092480903	0.999834951685	1.0	1.0	0.999971415136	1.0	1.0	1.0
UP00089_2_Tcf1_secondary	0.999999999706	1.0	1.0	0.999999768211	1.0	1.0	1.0	0.953423291462	1.0	1.0	1.0	1.0
UP00089_1_Tcf1_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00170_1_Isl2_3430.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00048_1_Rara_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0101.1.REL	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.999996296704	1.0	1.0	1.0
UP00197_1_Hoxc9_2367.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00222_1_Tcf2_0913.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00208_1_Obox5_2284.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00111_1_Dmbx1_2277.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00407_2_Elf3_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0162.1.Egr1	1.0	0.000164839851778	0.999940267732	0.729313809716	9.19451675655e-05	3.34132721491e-11	0.000769867846076	0.00165410057576	5.2911772741e-09	1.0	0.000850996373098	0.999999658965
MA0259.1.HIF1A::ARNT	0.999995581429	0.0533430860171	1.0	0.624853310354	0.94864102298	1.5059997005e-07	0.00439105081628	0.412108860807	0.987771399216	1.0	0.000110544698943	0.962358161573
UP00194_1_Irx4_2242.3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00256_2_Lhx6_3432.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00068_1_Eomes_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00055_1_Hbp1_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0258.1.ESR2	1.0	1.0	1.0	1.0	0.999998982685	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0159.1.RXR::RAR_DR5	1.0	0.190989714444	1.0	1.0	1.0	0.390212257021	1.0	0.999999909417	1.0	1.0	0.277514750528	1.0
UP00113_1_Hoxc4_3491.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00073_2_Foxa2_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00088_1_Plagl1_primary	1.0	1.0	1.0	1.0	0.766878218511	0.966157791841	1.0	1.0	1.0	1.0	1.0	1.0
MA0160.1.NR4A2	1.0	0.999999796948	0.99999995378	1.0	1.0	0.936155243821	0.998692443043	1.0	0.335269281398	1.0	1.0	1.0
MA0014.1.Pax5	1.0	0.989497170381	0.987003183935	1.0	1.0	0.99999999994	0.999999999489	1.0	1.0	1.0	1.0	1.0
UP00391_3_Hoxa3_2783.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00039_2_Foxj3_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00028_1_Tcfap2e_primary	1.0	0.931071678014	1.0	1.0	1.0	0.328359624136	0.107493457778	1.0	0.00235068730427	0.999999999928	1.0	1.0
MA0051.1.IRF2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00259_1_Hoxb6_3428.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00407_1_Elf3_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00140_1_Hoxd1_3448.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0084.1.SRY	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00173_1_Hoxc13_3127.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00199_1_Six4_2860.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00193_2_Rhox11_2205.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00044_2_Mafk_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00121_1_Hoxd10_2368.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00061_2_Foxl1_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00052_2_Osr2_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00112_1_Gsc_2327.3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0048.1.NHLH1	1.0	0.840719036798	1.0	1.0	1.0	0.307160873034	1.0	1.0	0.996489428124	1.0	0.959618195845	1.0
UP00187_1_Alx4_1744.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00008_2_Six6_secondary	0.999643373302	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00069_2_Sox1_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00029_2_Tbp_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00079_2_Esrra_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00145_1_Barhl2_3868.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00152_1_Arx_1738.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00011_2_Irf6_secondary	1.0	1.0	1.0	1.0	0.989526343435	0.998429259401	0.0271048320022	0.932586877172	0.000805080063819	1.0	0.277514750528	0.884327264554
MA0058.1.MAX	1.0	0.0124001608063	1.0	0.999946125258	0.999250019074	1.00249261281e-06	0.0116809369606	0.344293187176	0.356438677149	1.0	0.0	5.93969318174e-14
UP00072_1_IRC900814_primary	1.0	1.0	1.0	0.421051314992	0.999999999986	0.320659360574	1.0	0.97041824941	0.0831550908261	1.0	1.79029599401e-06	0.000195369046788
UP00095_2_Zfp691_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0075.1.Prrx2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
E2A-Homer	1.0	1.0	1.0	1.0	1.0	0.635892140957	1.0	1.0	0.999999999989	1.0	1.0	1.0
MA0442.1.SOX10	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0003.1.TFAP2A	1.0	0.289848417224	1.0	1.0	1.01627556892e-06	2.87056212134e-09	2.72779904459e-05	0.00316634824232	3.6745275489e-08	1.0	0.000146733687161	0.999995730221
UP00050_1_Bhlhb2_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0108.2.TBP	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00161_1_Hmbox1_2674.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00114_1_Homez_1063.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.275011063906	1.0	8.99320917847e-07	9.38777996601e-05
UP00200_1_Nkx6-1_2825.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00020_2_Atf1_secondary	1.0	1.0	1.0	1.0	1.0	0.999999999305	0.999999999505	1.0	1.0	1.0	0.44816719154	0.246981096953
UP00077_2_Srf_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00132_1_Evx2_2645.3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.999999981235	1.0	1.0	1.0	1.0
UP00101_1_Sox12_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00186_1_Meis1_2335.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0106.1.TP53	0.999999999904	1.0	1.0	0.985447238815	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00008_4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0138.2.REST	1.0	1.0	1.0	1.0	0.999999999998	1.0	1.0	1.0	0.943324967864	1.0	0.246138518335	0.962358161573
MA0039.2.Klf4	0.999538621383	0.378472832507	1.0	0.46010054799	3.33828197419e-07	1.20845582829e-06	0.999787062389	7.87908188982e-06	0.00117579067093	1.0	0.850415986114	0.99712606702
UP00263_1_Hoxb8_3780.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00176_1_Crx_3485.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00058_2_Tcf3_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00218_1_Dbx2_3487.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00004_2_Sox14_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00225_1_Hlx1_2350.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00190_1_Nkx2-3_3435.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00046_1_Tcfe2a_primary	1.0	1.0	1.0	0.999999992814	0.999999999247	0.722302228118	0.996872664511	0.999985850163	1.0	1.0	1.0	1.0
UP00033_2_Zfp410_secondary	1.0	0.998615296183	1.0	1.0	0.99999999429	0.768397646436	1.0	1.0	5.70345171091e-09	1.0	0.0044666400095	0.998686773361
UP00091_2_Sox5_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00122_1_Tgif1_2342.2	1.0	1.0	1.0	1.0	1.0	0.99999999998	1.0	1.0	1.0	1.0	1.0	1.0
UP00249_1_Nkx2-5_3436.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00391_2_Hoxa3_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00157_1_Hmx3_3490.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0074.1.RXRA::VDR	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00215_1_Vax1_3499.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00019_2_Zbtb12_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00213_1_Hoxa9_2622.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00146_2_Pou6f1_3733.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00066_1_Hnf4a_primary	1.0	1.0	1.0	0.227113325314	0.994264957514	1.0	1.0	3.60483398512e-05	1.0	1.0	1.0	1.0
UP00100_2_Gata6_secondary	0.987504147892	0.999943857317	1.0	0.762199202898	0.000288192457764	0.986321135994	1.0	0.947747442343	1.0	1.0	0.981190844813	1.0
MA0009.1.T	1.0	0.999999796948	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00036_2_Myf6_secondary	1.0	0.985411944696	1.0	1.0	0.999984190056	0.99995521697	1.0	0.683982765049	1.0	1.0	1.0	1.0
UP00192_1_Six1_0935.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00204_1_Gbx1_2883.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00144_1_Hoxb4_2627.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0028.1.ELK1	0.999999999706	7.3002639045e-08	0.967698553798	1.0	4.25744572373e-05	0.0	0.00139452611734	0.365538711827	0.0422651353724	1.0	0.277514750528	0.364726902402
UP00129_1_Pou3f1_3819.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00085_2_Sfpi1_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0025.1.NFIL3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00072_2_IRC900814_secondary	1.0	1.0	1.0	1.0	1.0	0.487897326854	1.0	1.0	1.0	1.0	4.78949657712e-10	2.06364102362e-07
UP00214_1_Hoxb5_3122.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00150_1_Irx6_2623.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00095_1_Zfp691_primary	1.0	1.0	1.0	1.0	1.0	0.999999867921	1.0	1.0	1.0	1.0	1.0	1.0
UP00053_2_Rxra_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00119_1_Nkx2-9_3082.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00255_1_Dbx1_3486.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0035.2.Gata1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00133_1_Cdx2_4272.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00141_1_Vsx1_1728.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00094_1_Zfp128_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.999999999084	0.999990921492
UP00180_1_Hoxd13_2356.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00051_2_Sox8_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Ash2l_hand	1.0	1.0	1.0	1.0	0.404690184223	0.971580477231	0.999394504486	0.964545245937	1.0	1.0	0.997254837709	0.998639775583
MA0052.1.MEF2A	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.99195371729	1.0	1.0	1.0	1.0
MA0157.1.FOXO3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0116.1.Zfp423	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0057.1.MZF1_5-13	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0154.1.EBF1	1.0	1.0	1.0	1.0	1.0	1.0	0.999999999118	1.0	1.0	1.0	1.0	1.0
UP00021_2_Zfp281_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0146.1.Zfx	0.877127799448	4.64742445355e-05	1.0	2.0638200293e-05	0.0	5.04930541823e-11	0.999999982197	0.0	0.258305604101	1.0	0.942603869721	1.0
UP00085_1_Sfpi1_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
IRF8_AICS	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00022_2_Zfp740_secondary	1.0	1.0	1.0	1.0	1.0	0.995771024308	1.0	1.0	0.403584277304	1.0	1.0	1.0
MA0112.1.ESR1	1.0	1.0	1.0	1.0	0.986148416762	0.999999999513	0.459424869955	1.0	1.0	1.0	1.0	1.0
MA0158.1.HOXA5	1.0	1.0	1.0	0.00674584784744	0.999935271488	1.0	1.0	5.89528426076e-12	1.0	1.0	1.0	1.0
UP00044_1_Mafk_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00202_1_Dlx1_1741.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0137.2.STAT1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00065_1_Zfp161_primary	1.0	0.834598827726	0.999999999876	0.152466942737	0.0433178912162	0.000834694651033	0.962029919973	0.000289109318891	3.32288766092e-06	0.0347983936294	1.0	0.999990921492
UP00075_2_Sox15_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00219_1_Cutl1_3494.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00086_2_Irf3_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00059_1_Arid5a_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00005_1_Tcfap2a_primary	1.0	0.999996387514	1.0	1.0	1.0	0.999793226432	0.222695793197	0.99999999999	0.0223693505101	1.0	1.0	1.0
UP00239_1_Obox2_3438.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0017.1.NR2F1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00247_1_Pax4_3989.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00131_1_Gbx2_3110.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00231_1_Nkx2-2_2823.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00266_1_Prrx1_3442.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00151_1_Barx2_3447.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00236_1_Irx2_0900.3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00026_1_Zscan4_primary	1.0	0.10755904616	1.0	0.99999999999	1.0	2.32339107398e-07	0.00950945636964	1.0	1.0	1.0	1.0	1.0
UP00093_2_Klf7_secondary	1.0	1.0	1.0	0.999999999289	1.0	1.0	1.0	0.412108860807	0.00617133134207	1.0	3.7095906625e-05	0.00625556911721
MA0091.1.TAL1::TCF3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00083_2_Tcf7l2_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00003_2_E2F3_secondary	1.0	0.999943857317	1.0	1.0	0.884361734327	0.999812858474	1.0	0.00691730608186	1.0	1.0	1.0	1.0
UP00011_1_Irf6_primary	1.0	1.0	1.0	1.0	1.0	0.999999997846	1.0	1.0	1.0	1.0	1.0	1.0
MA0079.1.SP1	0.000337477444326	0.000795429069851	1.0	0.004106495905	0.0	6.22578211207e-10	1.0	0.0	1.0	1.0	1.0	1.0
UP00126_1_Dlx2_2273.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00010_2_Tcfap2b_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0223693505101	0.769247481943	0.99834584413	1.0
UP00076_2_Rfxdc2_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00156_1_Msx2_3449.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00084_2_Gmeb1_secondary	1.0	1.0	1.0	1.0	1.0	0.982177600384	1.0	1.0	0.146047167202	1.0	0.308269256059	0.999990921492
UP00014_2_Sox17_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00169_1_Lmx1b_3433.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00062_2_Sox4_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00043_1_Bcl6b_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00096_1_Sox13_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00224_1_Pax6_3838.3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00055_2_Hbp1_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0069.1.Pax6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0080.2.SPI1	1.0	1.0	0.999999586819	1.0	1.0	1.0	0.899695987598	1.0	1.0	1.0	1.0	1.0
UP00045_1_Mafb_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00098_2_Rfx3_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00262_1_Lhx1_2240.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00217_1_Hoxa10_2318.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0155.1.INSM1	1.0	1.0	1.0	1.0	0.999999999998	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00108_1_Alx3_3418.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00002_1_Sp4_primary	1.0	1.0	1.0	1.0	1.0	0.999999469708	1.0	0.985704582526	1.0	1.0	1.0	1.0
MA0140.1.Tal1::Gata1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0007.1.Ar	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00102_1_Zic1_primary	1.0	0.999993831508	0.955339283714	1.0	0.999250019074	0.982177600384	0.0116809369606	1.0	0.356438677149	1.0	0.44816719154	1.0
UP00165_1_Titf1_1722.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00059_2_Arid5a_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00574072396138	0.502972655718
UP00009_1_Nr2f2_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0046.1.HNF1A	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00009_2_Nr2f2_secondary	1.0	1.0	1.0	1.0	1.0	0.969669322226	0.8916203002	1.0	1.0	1.0	1.0	1.0
UP00178_1_Og2x_3719.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0093.1.USF1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00058_1_Tcf3_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00076_1_Rfxdc2_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0114.1.HNF4A	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00021_1_Zfp281_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0080.1.SPI1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00216_1_Obox1_3970.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0047.2.Foxa2	0.968599747871	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00138_1_Bsx_3483.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0131.1.MIZF	1.0	0.962541736501	1.0	1.0	1.0	0.605864741305	0.0432816521702	0.999999484655	1.0	1.0	0.146127429204	1.0
UP00408_1_Gabpa_primary	1.0	0.999999998078	0.999999999876	1.0	1.0	0.999999466878	1.0	0.999397996441	0.943324967864	1.0	0.0421582342942	1.0
MA0065.1.PPARG::RXRA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0087.1.Sox5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00086_1_Irf3_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00053_1_Rxra_primary	1.0	1.0	1.0	0.0222597268175	0.535346794528	0.999999994667	1.0	5.90396933331e-06	1.0	1.0	1.0	1.0
UP00220_1_Nkx1-1_3856.3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
