baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	ens_gene_id	entrez_gene_id
8704.02909538636	0.731296333983399	0.0633445013497539	7.84707072154432e-31	5.65946051795282e-28	PAM	ENSG00000145730	5066
5535.88628218839	0.853004347813135	0.0739416132930827	8.66822146469055e-31	6.10284068359285e-28	ATP6AP2	ENSG00000182220	10159
4704.76028434168	0.944609075045352	0.082633886827802	2.91858010612266e-30	1.96141849404652e-27	HIPK2	ENSG00000064393	28996
8624.53608894599	1.46004748432737	0.127713463657374	2.88657951393336e-30	1.96141849404652e-27	CDH13	ENSG00000140945	1012
478.694103667691	-1.51006316745523	0.132853385349046	6.14791634152382e-30	3.88142949788211e-27	DDX39A	ENSG00000123136	10212
3459.70295006982	3.83286805982759	0.337206310757285	6.13744540382435e-30	3.88142949788211e-27	PTGIS	ENSG00000124212	5740
164.861803349326	-2.45537623694664	0.216026565542063	6.16933332433072e-30	3.88142949788211e-27	ESPL1	ENSG00000135476	9700
10109.4754910583	-0.668897556510082	0.0593264114434198	1.74637056801616e-29	1.07583703533829e-26	HNRNPA2B1	ENSG00000122566	3181
173.81462866956	2.20763341989101	0.196780909164176	3.29946026319644e-29	1.99112326495345e-26	NA	ENSG00000261425	NA
1858.55379084183	0.901014872228748	0.0809500880994494	8.91351467247544e-29	5.27145257730197e-26	CTIF	ENSG00000134030	9811
669.949352479263	-1.87962504111874	0.169002682846389	9.81973869080172e-29	5.69352300170602e-26	NASP	ENSG00000132780	4678
5842.8209369272	0.742086153785063	0.0670280932884864	1.72931235828643e-28	9.83380123740956e-26	TRAM1	ENSG00000067167	23471
8641.85287536565	0.989929870509308	0.0896767531058657	2.48138576746239e-28	1.38442598384647e-25	SERINC1	ENSG00000111897	57515
396.94005856982	-2.23571535395969	0.202670871962227	2.70050663415583e-28	1.47877742911089e-25	TIMELESS	ENSG00000111602	8914
695.304627919959	2.0684849259436	0.188202663875389	4.23480371021254e-28	2.27678446747245e-25	HIST1H2BK	ENSG00000197903	85236
2948.69206002195	0.867103565070224	0.0807137714548324	6.39709761422418e-27	3.37789600808231e-24	SLC35F5	ENSG00000115084	80255
1288.87729926022	-1.69597069814632	0.159782016987856	2.55764876585201e-26	1.32683638607445e-23	NCAPD2	ENSG00000010292	9918
138.733674976137	-3.39357250300305	0.321665327050185	5.07915442533292e-26	2.58949304063956e-23	NA	ENSG00000231007	NA
4592.24344318229	-0.763662344289341	0.0733133594919195	2.08672098203224e-25	1.04583626167277e-22	TUBB4B	ENSG00000188229	10383
330.274457375361	-2.2318435957232	0.214831165579772	2.78763182544826e-25	1.37383788464175e-22	ZWINT	ENSG00000122952	11130
1122.10476779799	3.1408953994189	0.303088230674592	3.65420740064337e-25	1.77139201372171e-22	FMOD	ENSG00000122176	2331
15974.2765963015	0.544594391292068	0.052793622719193	5.99473459123763e-25	2.85910164294995e-22	CSDE1	ENSG00000009307	7812
3065.5129303965	2.3505200544286	0.228004244967672	6.40943953085659e-25	3.00836709408618e-22	DSP	ENSG00000096696	1832
2043.40457712344	1.18360938316269	0.114972727292637	7.4453656500481e-25	3.43999159799879e-22	SAMD4A	ENSG00000020577	23034
319.465228210255	-1.57011263682739	0.153122887502459	1.13617722873101e-24	5.16873240824246e-22	SIPA1	ENSG00000213445	6494
3416.81756213811	1.29151936278329	0.125972860505525	1.15486386583125e-24	5.17414007767121e-22	GPR176	ENSG00000166073	11245
832.431354576942	1.32460876072951	0.129849986407481	1.96100640078925e-24	8.65477004049823e-22	NPAS2	ENSG00000170485	4862
398.459853262923	2.26590807339294	0.223465742403093	3.67681125783055e-24	1.59887218961837e-21	SERPINB7	ENSG00000166396	8710
611.189328863313	2.81005426613443	0.281223138250224	1.64783921021902e-23	7.06182687625744e-21	NA	ENSG00000212724	NA
130.606670006284	3.47011679763281	0.347909079457159	1.97676316236236e-23	8.35041238729357e-21	NRCAM	ENSG00000091129	4897
509.833400455102	-2.28314144791635	0.229231974130888	2.28152942170555e-23	9.50208802814551e-21	MCM2	ENSG00000073111	4171
201.571358366852	2.77951529874568	0.279473966987612	2.63779689804633e-23	1.08332853160042e-20	MRVI1	ENSG00000072952	10335
19380.470604732	0.790272673639766	0.079484150446683	2.71863956244302e-23	1.10123523097863e-20	SLC38A2	ENSG00000134294	54407
2158.03677199403	-0.925589876169906	0.094128570899715	8.09620087110159e-23	3.23519810484424e-20	HNRNPD	ENSG00000138668	3184
99.9023673880444	-2.44844266426873	0.249642753843187	1.04230452222966e-22	4.10945929631082e-20	NA	ENSG00000256663	NA
22078.0311610106	1.50346185292052	0.153408783858467	1.12181159140409e-22	4.36473273129197e-20	GAS6	ENSG00000183087	2621
4904.35810637081	-1.28621648308208	0.131727171598657	1.60300232045892e-22	6.15594527480133e-20	ASS1	ENSG00000130707	445
1039.56955367836	-2.7328847932008	0.280154939479021	1.75765328031215e-22	6.66330865369618e-20	CCNB1	ENSG00000134057	891
566.275654878464	-0.997948388002742	0.102548566492822	2.21368533267852e-22	8.28590826421569e-20	MTMR4	ENSG00000108389	9110
118.707401308623	-2.03818747843587	0.209559254614868	2.3344353678876e-22	8.62865672855456e-20	C18orf54	ENSG00000166845	162681
348.364024579892	1.2263003165587	0.126176222340748	2.50351214161963e-22	9.02790902776736e-20	GRIA3	ENSG00000125675	2892
9010.33800231075	0.682362830661434	0.0702022782360181	2.47896387777859e-22	9.02790902776736e-20	DSTN	ENSG00000125868	11034
1542.57801999859	1.69494948220142	0.174865991365874	3.23382736357189e-22	1.13838422786691e-19	ATP10D	ENSG00000145246	57205
9777.92461193867	0.666046919941122	0.0687152929340175	3.23381478058224e-22	1.13838422786691e-19	S100A11	ENSG00000163191	6282
1318.18382772632	0.96573104876015	0.100048721557585	4.79213983673425e-22	1.66710088202626e-19	FAM177A1	ENSG00000151327	283635
123.754798000922	-2.68302735259554	0.278717134431889	6.18917210324511e-22	2.1280676638716e-19	SOX5	ENSG00000134532	6660
1211.71459243621	-0.984954961040169	0.102343747889572	6.33274391464713e-22	2.15240502938064e-19	EZR	ENSG00000092820	7430
503.083602669347	-2.04054336800055	0.212490616553964	7.76650159678049e-22	2.60972104791817e-19	CCDC8	ENSG00000169515	83987
83881.2445189289	1.20954330057343	0.126930624994773	1.58548167514166e-21	5.26771832965606e-19	CCDC80	ENSG00000091986	151887
27081.7727771661	1.45832520583612	0.153867174801647	2.59653621850706e-21	8.53106399791708e-19	CTGF	ENSG00000118523	1490
99.3285275352265	-2.84425230496724	0.300321525345641	2.77999069980102e-21	9.03344230693585e-19	EXO1	ENSG00000174371	9156
333.703634072314	-2.73536461401361	0.289129973552934	3.0596265833971e-21	9.83403892076655e-19	CCNB2	ENSG00000157456	9133
398.033823369601	-2.89155823627528	0.305742813942584	3.15437124244481e-21	1.00295438321605e-18	CCNA2	ENSG00000145386	890
6731.8750790009	0.593402028128876	0.0630906486949113	5.17605292942712e-21	1.62825409705489e-18	GALNT10	ENSG00000164574	55568
113.467290776524	-2.18800123106741	0.232990328441895	5.94597804054352e-21	1.85076390167233e-18	DBF4B	ENSG00000161692	80174
136.650224894717	-3.15879643946786	0.336931241416875	6.90473376279882e-21	2.1268018475621e-18	SPC24	ENSG00000161888	147841
581.587368151654	-1.02363961684647	0.109589050888044	9.56896565463711e-21	2.91705478770742e-18	GGH	ENSG00000137563	8836
3186.04904458538	1.04322849756945	0.111805463677079	1.05127316875112e-20	3.08870627064975e-18	SYNE1	ENSG00000131018	23345
565.402257131008	1.64053972240229	0.175818635032485	1.05011628476797e-20	3.08870627064975e-18	GATA6	ENSG00000141448	2627
229.603680909243	-3.2219824082502	0.345321915336983	1.0549859091499e-20	3.08870627064975e-18	MMP3	ENSG00000149968	4314
767.316608985382	-2.3124874710283	0.247783444857923	1.03211896160463e-20	3.08870627064975e-18	RACGAP1	ENSG00000161800	29127
271.488411838879	-2.44747007808094	0.2624286273121	1.09702328194814e-20	3.18029200462809e-18	NA	ENSG00000034063	NA
945.742715055861	-2.08140373975323	0.223368778439723	1.18286789199872e-20	3.39586442392254e-18	TMPO	ENSG00000120802	7112
319.773593362356	-1.20947125652953	0.130187251715785	1.53935891027481e-20	4.37681182469483e-18	COL27A1	ENSG00000196739	85301
114.038553689142	-2.65169604033428	0.285507744293428	1.57732095704527e-20	4.44203625712655e-18	WDR62	ENSG00000075702	284403
6056.48828072441	1.71297067591879	0.18515826078711	2.21598747763692e-20	6.18176884091734e-18	MYO1D	ENSG00000176658	4642
3394.66566768171	0.66673442245438	0.072357276526601	3.12800956178536e-20	8.64441520953206e-18	CD99L2	ENSG00000102181	83692
309.810169134236	-2.41933344966585	0.263941836671929	4.90163204536494e-20	1.33547789066647e-17	AURKA	ENSG00000087586	6790
4878.01035574469	0.920539607108899	0.10043313041937	4.92279641808068e-20	1.33547789066647e-17	DDR2	ENSG00000162733	4921
1447.69515634133	-0.704769149465392	0.0772627315261231	7.3940066401695e-20	1.98764342136193e-17	HN1	ENSG00000189159	51155
376.94802036181	3.29757975423186	0.362217600566402	8.71739614515093e-20	2.32228291902805e-17	PALM	ENSG00000099864	5064
481.407857856452	1.24689643252704	0.137167879806818	9.8771091763595e-20	2.60621649234085e-17	PARD3B	ENSG00000116117	117583
1148.16156197579	1.5176870760967	0.166973454774627	9.95950164472491e-20	2.60621649234085e-17	MAFF	ENSG00000185022	23764
72.8677217423327	3.28052697027946	0.361693427898675	1.19114966131353e-19	3.08967504254746e-17	OXTR	ENSG00000180914	5021
424.824424483251	-1.68929068867911	0.187050796226057	1.69819868013238e-19	4.36658564969691e-17	INCENP	ENSG00000149503	3619
451.836938745101	-1.00575268640748	0.11161198443067	2.0390102538556e-19	5.19771837987156e-17	JRK	ENSG00000234616	8629
6134.15721794731	0.508629334245368	0.0564622069337916	2.09246989242799e-19	5.28840467684579e-17	CAST	ENSG00000153113	831
127.19742076273	4.49791265789973	0.499529804696972	2.17060088856684e-19	5.43937866736622e-17	SERPINB2	ENSG00000197632	5055
306.277143580455	-2.94242131008957	0.32713101293361	2.37036586451139e-19	5.89006038769762e-17	CDCA8	ENSG00000134690	55143
336.023934201943	-2.49168633771399	0.278295947996053	3.4479468048332e-19	8.4963155849098e-17	KIF20B	ENSG00000138182	9585
73453.5461558157	0.807335160812044	0.0901981596547939	3.53288623836569e-19	8.63367322879945e-17	KIAA1199	ENSG00000103888	57214
1498.58635473895	-2.61683203170702	0.292457226147612	3.62825335560398e-19	8.79405342009916e-17	STMN1	ENSG00000117632	3925
473.07045357199	1.3930027362522	0.155958217621458	4.18765283476082e-19	1.00673897824291e-16	IGIP	ENSG00000182700	492311
333.189030599606	1.05932566359999	0.118951278041498	5.3125589650483e-19	1.26687394029418e-16	NA	ENSG00000210196	NA
262.189348624417	3.55862979454829	0.401433641290784	7.66400613684521e-19	1.8129972917321e-16	TMEM178B	ENSG00000261115	100507421
738.316775605007	-1.75596668131061	0.198136394837189	7.83004860507344e-19	1.83757569247636e-16	MCM3	ENSG00000112118	4172
87.9640182011509	2.08984034769057	0.236144368881273	8.76433060892277e-19	2.04063981185706e-16	PSG4	ENSG00000243137	5672
6327.88830987851	0.7444226529775	0.0842081596532165	9.54897420296269e-19	2.2059622436063e-16	MBNL1	ENSG00000152601	4154
1902.80923215366	2.02541516304853	0.229461908864232	1.07709868445228e-18	2.46897737203518e-16	PPP1R3C	ENSG00000119938	5507
138.755106125608	-3.01763940668889	0.342553954028177	1.25999093641014e-18	2.86599476843445e-16	PLK4	ENSG00000142731	10733
1399.19724148371	0.698869242092639	0.0793912068797773	1.33379445030944e-18	3.01071006837023e-16	SIDT2	ENSG00000149577	51092
5673.47311398376	0.740365576318112	0.0841539604954652	1.39585539426204e-18	3.12692757638852e-16	P4HA2	ENSG00000072682	8974
1981.89729198567	0.658515921500703	0.0749253304067892	1.50947397204512e-18	3.35602596641911e-16	ANXA4	ENSG00000196975	307
90.3311213978408	-2.92540530316988	0.333000357470706	1.56376389108775e-18	3.45078345219887e-16	SEZ6L2	ENSG00000174938	26470
344.088089314622	-2.17685807140367	0.247837828656944	1.5860995292624e-18	3.47414541335474e-16	SGOL2	ENSG00000163535	151246
269.359911615137	1.89967114079335	0.216318420040975	1.6083903498154e-18	3.49706637088539e-16	NALCN	ENSG00000102452	259232
420.7133652818	-1.20681949155527	0.13764798373811	1.82785540051428e-18	3.94523242286184e-16	POLE	ENSG00000177084	5426
3392.89335401925	0.899139424156609	0.102727822589049	2.08422767313787e-18	4.46598639816571e-16	PGM1	ENSG00000079739	5236
5005.75451926344	3.63397280145077	0.416515253141081	2.66874911168888e-18	5.67733174335542e-16	SFRP4	ENSG00000106483	6424
237.335834149801	-1.24026582268283	0.142172845677131	2.69380249201538e-18	5.68969569206391e-16	CENPN	ENSG00000166451	55839
20657.2662308038	1.7033169684077	0.195322621580479	2.76900221895464e-18	5.80704933436091e-16	HEG1	ENSG00000173706	57493
5174.46909417711	0.717569880173566	0.0823660773084252	2.98667981860277e-18	6.21944522789323e-16	CRABP2	ENSG00000143320	1382
253.473106447764	-1.18578216859814	0.136479389557303	3.6770662763194e-18	7.60355592942409e-16	CPT1C	ENSG00000169169	126129
563.019264188878	-2.88471680677625	0.332058682580487	3.70924835254545e-18	7.61683845727563e-16	TACC3	ENSG00000013810	10460
3615.34829883659	1.16348511786669	0.134004586992577	3.8740998464523e-18	7.90049189376515e-16	DYNC1LI2	ENSG00000135720	1783
1158.81632523555	2.89954387254256	0.334073141978331	3.97972649302232e-18	8.06030906840205e-16	FLG	ENSG00000143631	2312
1673.68921398303	0.9794434725106	0.11286833966047	4.03667684611887e-18	8.12003634964184e-16	AK3	ENSG00000147853	50808
1664.24621497555	-1.54995650410427	0.178760794431625	4.29993736556213e-18	8.59115864186973e-16	DNMT1	ENSG00000130816	1786
222.630765357032	-1.59079290575636	0.183680551313042	4.69083101569583e-18	9.30925323047824e-16	FANCG	ENSG00000221829	2189
39.2474200197362	2.90259607043257	0.335410397906674	4.97843960836138e-18	9.81416394794974e-16	HSD11B1	ENSG00000117594	3290
2031.92821782497	1.59172462613751	0.184185779649951	5.52607535223282e-18	1.08215925937433e-15	CCPG1	ENSG00000260916	9236
6551.55009424796	0.87916644147398	0.101812353643416	5.86424888255668e-18	1.1408278911658e-15	PARVA	ENSG00000197702	55742
1455.33521358753	-1.07867327984708	0.125041591254871	6.32491912113792e-18	1.21655270871333e-15	ARL6IP1	ENSG00000170540	23204
634.850283386906	2.02431099115394	0.234666821370705	6.33578346776644e-18	1.21655270871333e-15	NA	ENSG00000258624	NA
143.004984177991	1.42125358232487	0.165384973536538	8.42804209362077e-18	1.60785293360236e-15	NA	ENSG00000260065	NA
7600.38574904994	-1.44254515865133	0.16810265213481	9.37783989930644e-18	1.7775815757852e-15	SCARA3	ENSG00000168077	51435
236.041302073793	-1.88309700351484	0.219670345341188	1.01370650076598e-17	1.90181787710701e-15	CDC6	ENSG00000094804	990
375.787392417106	-0.992486842469881	0.115781125691273	1.01618946426415e-17	1.90181787710701e-15	DARS2	ENSG00000117593	55157
1078.32490254138	1.78473235318929	0.208567768340826	1.15756073835436e-17	2.14952798857703e-15	FGF7	ENSG00000140285	2252
8437.69900786498	1.13974057184018	0.133201151367935	1.1630858240525e-17	2.14952798857703e-15	UCHL1	ENSG00000154277	7345
725.625559720795	0.848334748415864	0.0992168268913278	1.22757054985648e-17	2.25461249436374e-15	CFLAR	ENSG00000003402	8837
1826.1024308599	1.10260705514247	0.129059139971962	1.30301338050327e-17	2.37840158404207e-15	BCL2L2	ENSG00000129473	599
230.809973459864	-2.39133807184636	0.280570048624064	1.55283617978321e-17	2.81701630896868e-15	CDCA5	ENSG00000146670	113130
1318.23473564462	0.976628023695419	0.114976332928096	1.99359720645913e-17	3.59455301189002e-15	STXBP1	ENSG00000136854	6812
966.986795326124	0.822560743208818	0.0968768026179291	2.05234286768917e-17	3.67804718773144e-15	SLC17A5	ENSG00000119899	26503
735.014079342128	-0.787776728255896	0.0928560156040011	2.17858135599536e-17	3.88076209016764e-15	NA	ENSG00000259917	NA
1102.24910703887	-1.09986172501679	0.129770228246551	2.34162593315982e-17	4.09715259429206e-15	SEMA5A	ENSG00000112902	9037
162.786989375298	-1.57363014829776	0.185653100022053	2.32697262342529e-17	4.09715259429206e-15	RFC4	ENSG00000163918	5984
98.7965566748484	-1.84937568123989	0.218202011653893	2.34030261696263e-17	4.09715259429206e-15	SHMT1	ENSG00000176974	6470
2256.43688679142	0.781654994013284	0.0922791846184022	2.4424734880816e-17	4.24846712015135e-15	DYNLL2	ENSG00000121083	140735
254.996579642278	-1.55701772370109	0.184196422628498	2.83840855845822e-17	4.90828895167307e-15	TBX2	ENSG00000121068	6909
19183.5885291816	0.682876419356716	0.0808454797174181	2.99687164938124e-17	5.15217992280251e-15	MAP4	ENSG00000047849	4134
718.244951891274	-2.05496148737332	0.243493025188275	3.18674475085374e-17	5.44693886027429e-15	SLC7A8	ENSG00000092068	23428
3731.07182667334	2.7946619742581	0.332042902938116	3.87671005383782e-17	6.58817909724048e-15	TNFRSF11B	ENSG00000164761	4982
238.638701903852	-1.74072497508602	0.206905616704837	3.99193601717358e-17	6.74523131587559e-15	KNTC1	ENSG00000184445	9735
654.653358747027	1.15578051855149	0.137546152904468	4.35748833226796e-17	7.32107556733884e-15	KIAA1549L	ENSG00000110427	25758
537.83442338345	-2.88723373746834	0.343991359680665	4.72554141278289e-17	7.89459093649662e-15	KIF11	ENSG00000138160	3832
470.628940021966	-1.34344013653962	0.160073899900016	4.75408072717659e-17	7.89764983722538e-15	PFAS	ENSG00000178921	5198
328.454820949731	-2.20107777874552	0.262638713905528	5.26453310433967e-17	8.69677340197341e-15	FANCI	ENSG00000140525	55215
419.079223813227	-1.28392772149246	0.153250372574522	5.38462834732236e-17	8.84574779057346e-15	NCAPH2	ENSG00000025770	29781
197.909460590958	-1.27953374171724	0.152837670700074	5.67215991122337e-17	9.26661704833565e-15	TEAD4	ENSG00000197905	7004
166884.301005447	2.00144406961224	0.239299823199813	6.07552159405162e-17	9.87105349099486e-15	SERPINE2	ENSG00000135919	5270
6093.74765287331	0.877549444783704	0.104941896497965	6.15378983642835e-17	9.94358281219597e-15	DPYSL2	ENSG00000092964	1808
2699.21835829608	0.870642641470712	0.104149700015295	6.29681014251966e-17	1.00646851845571e-14	ARMCX3	ENSG00000102401	51566
1370.74347506735	1.51989974387846	0.181813416634875	6.28951691276766e-17	1.00646851845571e-14	GADD45A	ENSG00000116717	1647
266.312387388279	1.4134933213375	0.169465375830559	7.37288144500001e-17	1.17212959316479e-14	HIST2H2BE	ENSG00000184678	8349
882.441630059005	0.733270220543967	0.0879922909685746	7.85889465272473e-17	1.24271398332123e-14	ABLIM1	ENSG00000099204	3983
133.88334985924	-2.71381079495868	0.325929632190275	8.33588093577234e-17	1.31112765569568e-14	KIF15	ENSG00000163808	56992
4681.90076180994	1.03068186409423	0.12407299527689	9.81020296630506e-17	1.53485556462244e-14	PGRMC2	ENSG00000164040	10424
377.923514790163	-2.27305039026323	0.274731076396105	1.29833409206197e-16	2.02061784748802e-14	COL11A1	ENSG00000060718	1301
687.075526652702	2.1418994843122	0.259120867085742	1.38499884481017e-16	2.14421025345742e-14	HIST1H1C	ENSG00000187837	3006
4844.41603044902	1.25518555435316	0.151895724363882	1.41499391425834e-16	2.17923802315724e-14	TSC22D1	ENSG00000102804	8848
172.768640022961	-1.70050057198293	0.206032172547851	1.53734175778506e-16	2.35539874495876e-14	UBE2T	ENSG00000077152	29089
1585.04519332084	0.787791847069826	0.0957816954730356	1.95405172934963e-16	2.97841802251899e-14	TPRG1L	ENSG00000158109	127262
183.49414701161	-1.99260442270586	0.242443684531852	2.05491064326546e-16	3.11608757545434e-14	NA	ENSG00000160957	NA
2048.36711554784	-3.50065513914428	0.426619784568207	2.2951450220472e-16	3.46262440315999e-14	COLEC12	ENSG00000158270	81035
724.031059621796	-0.738211293027721	0.0903222224153325	3.00599503681918e-16	4.51204432683975e-14	TIA1	ENSG00000116001	7072
28579.122227692	0.750070476272444	0.0918794595284029	3.25087180123774e-16	4.8549635940707e-14	PSAP	ENSG00000197746	5660
250.65084740461	1.15922215889698	0.142179229085564	3.54285395145312e-16	5.2644317258527e-14	ABTB2	ENSG00000166016	25841
1397.027050603	-1.16612478875357	0.143149196504022	3.75478022283823e-16	5.55144255946632e-14	KPNA2	ENSG00000182481	3838
177.738104109659	-2.91440848109062	0.357948739381739	3.88892387704477e-16	5.72116811165242e-14	KIF14	ENSG00000118193	9928
4322.03050703628	0.680734968051975	0.0837039239285997	4.19995589701641e-16	6.14815326112748e-14	FKBP9	ENSG00000122642	11328
70.1572210302541	2.52952424356964	0.311516958999899	4.66103088773653e-16	6.78949179065858e-14	RIMS4	ENSG00000101098	140730
1374.06877707578	0.983537454419753	0.12114756914001	4.71951366688172e-16	6.84098132988688e-14	ALPK2	ENSG00000198796	115701
286.136185487938	-1.16406993190988	0.143494990601413	4.96832525387076e-16	7.16650623204675e-14	GPR153	ENSG00000158292	387509
111.291694023188	-2.62303637459211	0.324156568395177	5.87502976446866e-16	8.43323447258923e-14	RGMA	ENSG00000182175	56963
12753.7402563774	2.24658716050961	0.278617752263108	7.42431392941176e-16	1.06056503812901e-13	NEK7	ENSG00000151414	140609
222.554404887361	-2.32949662517522	0.289298987776773	8.13112620885937e-16	1.15594904805756e-13	MAD2L1	ENSG00000164109	4085
2265.96826395754	-0.655527680142282	0.081551366714018	9.11542063690052e-16	1.2896793695366e-13	PPP1CC	ENSG00000186298	5501
519.948537251922	-2.7775496379631	0.345604172096114	9.2219293203544e-16	1.29853547620419e-13	NUSAP1	ENSG00000137804	51203
339.903608048587	-2.12003387460969	0.263815177630268	9.27753991147113e-16	1.30017466910996e-13	CKS2	ENSG00000123975	1164
4191.80929004024	0.591928340165004	0.0740132172850077	1.26864478772679e-15	1.76952011193779e-13	RND3	ENSG00000115963	390
117.986503687885	-1.86578290592024	0.233351732404202	1.28963236165965e-15	1.79034877625708e-13	CENPH	ENSG00000153044	64946
3539.02793089156	-0.729125221290554	0.0912502348003345	1.34509459998426e-15	1.85861903371657e-13	NA	ENSG00000011304	NA
5164.37544505191	-0.665721405286888	0.083381495546166	1.41617212102183e-15	1.9477306799356e-13	ROBO1	ENSG00000169855	6091
269.472119664106	-1.10658711062743	0.13887175826605	1.6072882471277e-15	2.20034784572066e-13	POLA2	ENSG00000014138	23649
640.140850890806	0.788310944922645	0.0990875267237128	1.78117049093692e-15	2.42715259986197e-13	CYSTM1	ENSG00000120306	84418
94.2744547730769	-1.85495251114291	0.233365422891244	1.88473815779043e-15	2.55650033604876e-13	CEP152	ENSG00000103995	22995
